,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
2435,http://www.wikidata.org/entity/Q262663,University of San Diego,private not-for-profit educational institution | private university,private university,2
3289,http://www.wikidata.org/entity/Q4402470,Asia University,academic publisher | private university,private university,2
3293,http://www.wikidata.org/entity/Q4458746,Pacific School of Religion,private not-for-profit educational institution | seminary,educational institution,2
3295,http://www.wikidata.org/entity/Q4475791,Gauhati University,state public university,public university,2
6252,http://www.wikidata.org/entity/Q80171,Vasyl' Stus Donetsk National University,open-access publisher | public university,public university,2
6257,http://www.wikidata.org/entity/Q8022149,Williston Northampton School,school,educational institution,2
3267,http://www.wikidata.org/entity/Q4345832,Saint Petersburg Academy of Sciences,academy of sciences,academy of sciences,2
2447,http://www.wikidata.org/entity/Q2657731,Israeli judicial system,judiciary,not classified organisation,2
1542,http://www.wikidata.org/entity/Q1647991,KDStV Ferdinandea,studentenverbindung,not classified organisation,2
1552,http://www.wikidata.org/entity/Q16565246,Chancellary of the Sejm,government agency,company or gov. agency,2
4568,http://www.wikidata.org/entity/Q6098789,Vefa High School,high school | school building,educational institution,2
5460,http://www.wikidata.org/entity/Q7330332,Richardson High School,high school,educational institution,2
5472,http://www.wikidata.org/entity/Q734010,University of Córdoba,open-access publisher | public university,public university,2
5475,http://www.wikidata.org/entity/Q7343843,Riverside High School,high school,educational institution,2
907,http://www.wikidata.org/entity/Q128497,St Hugh's College,college of the university of oxford | university building,university,2
913,http://www.wikidata.org/entity/Q1287141,Teikyo University,private university,private university,2
3272,http://www.wikidata.org/entity/Q435651,old Kantonsschule (Albert Einstein House),architectural structure | educational institution | kantonsschule | school building,educational institution,2
3273,http://www.wikidata.org/entity/Q435809,Gymnasium of Cistercian Order of the Louis the Great,catholic school | gymnasium | university dormitory,university,2
332,http://www.wikidata.org/entity/Q1134862,Corps Frankonia-Prag zu Saarbrücken,german student corps,not classified organisation,2
334,http://www.wikidata.org/entity/Q1134879,Corps Gothia Innsbruck,german student corps,not classified organisation,2
3229,http://www.wikidata.org/entity/Q428136,Ez-Zitouna University,university,university,2
3235,http://www.wikidata.org/entity/Q428991,Arbitration Commission of the Peace Conference on Yugoslavia,council,not classified organisation,2
3246,http://www.wikidata.org/entity/Q429863,Florida Atlantic University,public educational institution of the united states | university,university,2
5485,http://www.wikidata.org/entity/Q7355662,Rockwell College,boarding school | day school | nonprofit organization | secondary school,scientific organisation,2
4573,http://www.wikidata.org/entity/Q610253,University of Jordan,public university,public university,2
1529,http://www.wikidata.org/entity/Q163782,St Peter's College,secondary school | state-integrated school,educational institution,2
4583,http://www.wikidata.org/entity/Q6121951,Jaffna Central College,school,educational institution,2
4587,http://www.wikidata.org/entity/Q6123424,Jai Narain Vyas University,university,university,2
4595,http://www.wikidata.org/entity/Q61358628,Municipality of Tulkarm,executive branch | legislature | municipal council | municipality of the state of palestine,not classified organisation,2
4597,http://www.wikidata.org/entity/Q6138750,James Madison College,university,university,2
1521,http://www.wikidata.org/entity/Q1633215,University of Salerno,public university,public university,2
2463,http://www.wikidata.org/entity/Q2698482,Calvin University,church college | private not-for-profit educational institution | university,university,2
2468,http://www.wikidata.org/entity/Q2706726,Harris Manchester College,charitable organization | college of the university of oxford | university building,university,2
2469,http://www.wikidata.org/entity/Q2706734,St Catherine's College,college of the university of oxford | university building,university,2
321,http://www.wikidata.org/entity/Q1134807,Corps Bavaria München,german student corps | lebenscorps,not classified organisation,2
6249,http://www.wikidata.org/entity/Q8014156,William L. Dickinson High School,high school,educational institution,2
5172,http://www.wikidata.org/entity/Q698082,Deutsche Reichsbahn,railway company,company or gov. agency,2
5037,http://www.wikidata.org/entity/Q6806919,Medina High School,high school | public school,educational institution,2
5055,http://www.wikidata.org/entity/Q6825045,Metropolitan Club,private club | social club,not classified organisation,2
5056,http://www.wikidata.org/entity/Q6825055,Metropolitan Community College,community college,educational institution,2
5057,http://www.wikidata.org/entity/Q6826781,Mfantsipim School,boys' school | high school,educational institution,2
1181,http://www.wikidata.org/entity/Q14707276,Scarsdale High School,high school,educational institution,2
1184,http://www.wikidata.org/entity/Q14707540,Uniondale High School,high school,educational institution,2
301,http://www.wikidata.org/entity/Q112731926,Societas Humboldtiana Polonorum,learned society | voluntary association,learned society,2
303,http://www.wikidata.org/entity/Q1128501,Constitutional Court of the Czech Republic,constitutional court | court,not classified organisation,2
308,http://www.wikidata.org/entity/Q1131088,Pontifical Catholic University of Paraná,open-access publisher | pontifical university | private not-for-profit educational institution,university,2
6273,http://www.wikidata.org/entity/Q8030386,Wolmer's Schools,school,educational institution,2
6277,http://www.wikidata.org/entity/Q8033198,Woodrow Wilson High School,high school | public school,educational institution,2
2471,http://www.wikidata.org/entity/Q2720582,Royal Academy of History,academy | archive | publishing company,learned society,2
2472,http://www.wikidata.org/entity/Q2723670,Ain Shams University,open-access publisher | public university | university,public university,2
2478,http://www.wikidata.org/entity/Q273263,RWTH Aachen University,local internet registry | public university | university of excellence,public university,2
2480,http://www.wikidata.org/entity/Q273527,HEC Montréal,business school | university in quebec,university,2
2491,http://www.wikidata.org/entity/Q2737843,Brooklyn Technical High School,high school,educational institution,2
3216,http://www.wikidata.org/entity/Q422404,Government of Canada,executive branch | federal government,company or gov. agency,2
6260,http://www.wikidata.org/entity/Q8022753,Wilmington College,college,educational institution,2
296,http://www.wikidata.org/entity/Q1125994,Congressional Progressive Caucus,congressional caucus,not classified organisation,2
5161,http://www.wikidata.org/entity/Q6970931,National Bar Association,organization,not classified organisation,2
4599,http://www.wikidata.org/entity/Q6139911,James Monroe High School,high school,educational institution,2
4600,http://www.wikidata.org/entity/Q614005,Oberlandesgericht Stuttgart,oberlandesgericht,not classified organisation,2
4601,http://www.wikidata.org/entity/Q614203,Anhui Normal University,organization | university,university,2
4604,http://www.wikidata.org/entity/Q6146323,Jamhuri High School,secondary school,educational institution,2
5428,http://www.wikidata.org/entity/Q7290217,Ramsey Grammar School,school,educational institution,2
5433,http://www.wikidata.org/entity/Q7292967,"Rani Durgavati University, Jabalpur",state public university,public university,2
5435,http://www.wikidata.org/entity/Q7293769,Raoul Wallenberg Institute of Human Rights and Humanitarian Law,academic institution | organization | research institute,research organisation,2
5439,http://www.wikidata.org/entity/Q7296531,Ravenshaw University,university,university,2
4607,http://www.wikidata.org/entity/Q6152366,High Court of Justice of Catalonia,high court of justice of spain,not classified organisation,2
1494,http://www.wikidata.org/entity/Q16197536,St. Mary's College,college,educational institution,2
5171,http://www.wikidata.org/entity/Q6979284,National University of Tucumán,open-access publisher | public university,public university,2
285,http://www.wikidata.org/entity/Q11220,United States Navy,navy,not classified organisation,2
286,http://www.wikidata.org/entity/Q1122261,Supreme Court of the United Kingdom,non-ministerial government department | supreme court,company or gov. agency,2
287,http://www.wikidata.org/entity/Q1122851,Libera Università Internazionale degli Studi Sociali Guido Carli,private university,private university,2
289,http://www.wikidata.org/entity/Q11231,United States Department of Homeland Security,government agency | interior ministry | ministry of migration | united states federal executive department,company or gov. agency,2
1498,http://www.wikidata.org/entity/Q1622242,Academy for public administration Bremen,public university | university of applied sciences,public university,2
1502,http://www.wikidata.org/entity/Q162494,Landesschule Pforta,boarding school | fürstenschule | gymnasium in germany,educational institution,2
1509,http://www.wikidata.org/entity/Q162684,Charité,hospital | medical school | university hospital,university,2
4626,http://www.wikidata.org/entity/Q6175496,Jefferson High School,high school | public school,educational institution,2
4638,http://www.wikidata.org/entity/Q622358,Indian Institutes of Technology,group | university system,university,2
4653,http://www.wikidata.org/entity/Q6246887,John Marshall High School,high school | public school,educational institution,2
1488,http://www.wikidata.org/entity/Q16162201,Atlanta Law School,law school,educational institution,2
4662,http://www.wikidata.org/entity/Q6265061,John XXIII College,heritage site | high school,educational institution,2
6281,http://www.wikidata.org/entity/Q8039606,Wycliffe College,boarding school | independent school,educational institution,2
6283,http://www.wikidata.org/entity/Q8039751,Wyggeston and Queen Elizabeth I College,school,educational institution,2
6288,http://www.wikidata.org/entity/Q8047101,Yakima Valley College,community college | public educational institution of the united states,educational institution,2
2489,http://www.wikidata.org/entity/Q273631,École pratique des hautes études,educational institution | grand établissement,public university,2
5408,http://www.wikidata.org/entity/Q7269951,Queen's College,boarding school | independent school,educational institution,2
5411,http://www.wikidata.org/entity/Q7270165,Queen Adelaide Club,social club | women's organization,not classified organisation,2
949,http://www.wikidata.org/entity/Q13140900,Nnamdi Azikiwe University,university,university,2
5427,http://www.wikidata.org/entity/Q7289659,Ramjas College,college,educational institution,2
4666,http://www.wikidata.org/entity/Q6269975,Joliet Central High School,high school,educational institution,2
4670,http://www.wikidata.org/entity/Q6275191,Jones Day,law firm,not classified organisation,2
1464,http://www.wikidata.org/entity/Q160918,Prelature of the Holy Cross and Opus Dei,personal prelature,not classified organisation,2
1466,http://www.wikidata.org/entity/Q16093025,Kwangsung High School,high school,educational institution,2
3184,http://www.wikidata.org/entity/Q414403,Academy of Athens,academy of sciences | national academy,academy of sciences,2
2502,http://www.wikidata.org/entity/Q2783799,Korea National Defense University,military academy,educational institution,2
2503,http://www.wikidata.org/entity/Q278455,Somali National University,public university,public university,2
2510,http://www.wikidata.org/entity/Q27923720,Imperial Moscow University,imperial university of the russian empire,university,2
2514,http://www.wikidata.org/entity/Q27994685,Royal Academy of Law in Nagyvárad,academy | higher education institution,educational institution,2
3190,http://www.wikidata.org/entity/Q414936,Akademisches Gymnasium,gymnasium,educational institution,2
3198,http://www.wikidata.org/entity/Q41765,Konkuk University,private university,private university,2
278,http://www.wikidata.org/entity/Q1117071,Antenor Orrego Private University,open-access publisher | university,university,2
2543,http://www.wikidata.org/entity/Q2822458,Russian Presidential Academy of National Economy and Public Administration,organization | university,university,2
2545,http://www.wikidata.org/entity/Q28230510,Greenville High School,high school | school building,educational institution,2
3160,http://www.wikidata.org/entity/Q4114529,Military Institute of the USSR Ministry of Defence,military academy,educational institution,2
3164,http://www.wikidata.org/entity/Q4118606,Grand Army of the Republic,veterans' organization,not classified organisation,2
6296,http://www.wikidata.org/entity/Q8053696,Ying Wa College,secondary school,educational institution,2
6301,http://www.wikidata.org/entity/Q805770,Corporation Livonia,studentenverbindung,not classified organisation,2
262,http://www.wikidata.org/entity/Q11093399,Benjamin N. Cardozo School of Law,law school,educational institution,2
266,http://www.wikidata.org/entity/Q1111261,Colorado College,liberal arts college | private not-for-profit educational institution,educational institution,2
246,http://www.wikidata.org/entity/Q110476795,Séminaire de Rimouski,lower secondary school,educational institution,2
2518,http://www.wikidata.org/entity/Q280247,Fluminense Federal University,academic library | archive | open-access publisher | public educational institution | public university | university,public university,2
2522,http://www.wikidata.org/entity/Q2811679,International Institute of Social Studies,higher education institution | research institute,research organisation,2
2523,http://www.wikidata.org/entity/Q2812291,Patna College,college,educational institution,2
2527,http://www.wikidata.org/entity/Q2817281,Zosimaia School,building | school,educational institution,2
2529,http://www.wikidata.org/entity/Q28206285,East Orange High School,high school,educational institution,2
3183,http://www.wikidata.org/entity/Q414379,Academy of Science for Public Utility,academy of sciences | national academy,academy of sciences,2
5407,http://www.wikidata.org/entity/Q7269950,"Queen's College, Lagos",boarding school,educational institution,2
1450,http://www.wikidata.org/entity/Q159334,secondary school,type of educational institution,educational institution,2
1460,http://www.wikidata.org/entity/Q160438,Deutscher Werkbund,art group,not classified organisation,2
259,http://www.wikidata.org/entity/Q1109215,Collegium Fridericianum,school,educational institution,2
6312,http://www.wikidata.org/entity/Q809633,Baruch College,public educational institution of the united states | university,university,2
6318,http://www.wikidata.org/entity/Q81166142,Sárospataki Református Kollégium Tudományos Gyűjteményei Levéltár,church archive | library,not classified organisation,2
6322,http://www.wikidata.org/entity/Q812155,Bavarian Academy of Fine Arts,academy | voluntary association,learned society,2
6323,http://www.wikidata.org/entity/Q812437,Bavarian Ministry of Justice and Consumer Protection,german state agency | justice ministry,not classified organisation,2
3138,http://www.wikidata.org/entity/Q4059212,Pinkerton Academy,high school,educational institution,2
2550,http://www.wikidata.org/entity/Q2827280,Aggregations of law in France,agrégation | concours,not classified organisation,2
2553,http://www.wikidata.org/entity/Q283099,Bundeswehr University Munich,higher federal authority | national defense university | public university,public university,2
2562,http://www.wikidata.org/entity/Q284777,Western Washington University,public educational institution of the united states | public university,public university,2
2563,http://www.wikidata.org/entity/Q28482293,Kazan Imperial University,imperial university of the russian empire,university,2
3148,http://www.wikidata.org/entity/Q40970,International Olympic Committee,international sport governing body | non-governmental organization | nonprofit organization,scientific organisation,2
3149,http://www.wikidata.org/entity/Q41085,Sungkyunkwan University,private university,private university,2
3150,http://www.wikidata.org/entity/Q4109049,1st Supreme Council,legislative term,not classified organisation,2
3156,http://www.wikidata.org/entity/Q4109092,Supreme Court of Victoria,superior court,not classified organisation,2
3120,http://www.wikidata.org/entity/Q39988,Yonsei University,academic publisher | private university | research university,private university,2
2572,http://www.wikidata.org/entity/Q2867653,Polish Students' Association,organization,not classified organisation,2
3130,http://www.wikidata.org/entity/Q4027,Jean Moulin University - Lyon 3,university in france,university,2
3133,http://www.wikidata.org/entity/Q4042673,"LeBoeuf, Lamb, Greene & MacRae",business | law firm,company or gov. agency,2
4679,http://www.wikidata.org/entity/Q628807,United States Department of Labor,government agency | ministry of labour | united states federal executive department,company or gov. agency,2
4683,http://www.wikidata.org/entity/Q6303091,Judiciary of Chile,government agency | judiciary,company or gov. agency,2
4686,http://www.wikidata.org/entity/Q6304221,Judson College,church college | college | girls' school | private not-for-profit educational institution,educational institution,2
4692,http://www.wikidata.org/entity/Q632506,Norfolk State University,historically black college or university | public educational institution of the united states | university,university,2
4693,http://www.wikidata.org/entity/Q632891,McMaster University,university in ontario,university,2
5373,http://www.wikidata.org/entity/Q7228263,Pontifical Catholic University of Puerto Rico School of Law,law school,educational institution,2
5375,http://www.wikidata.org/entity/Q7228418,Pontypridd High School,secondary school,educational institution,2
5380,http://www.wikidata.org/entity/Q7235487,Poughkeepsie High School,high school,educational institution,2
950,http://www.wikidata.org/entity/Q13140995,Federal Government of Nigeria,government agency,company or gov. agency,2
5385,http://www.wikidata.org/entity/Q7240787,Presbyterian Ladies' College,school | women's college,educational institution,2
5388,http://www.wikidata.org/entity/Q7240963,"Presentation College, San Fernando",school,educational institution,2
5392,http://www.wikidata.org/entity/Q7242167,Pretoria Boys High School,boys' high school | high school | secondary school,educational institution,2
6359,http://www.wikidata.org/entity/Q837320,University of Havana,open-access publisher | public university,public university,2
6362,http://www.wikidata.org/entity/Q83835,Swiss Federal Railways,railway company,company or gov. agency,2
3107,http://www.wikidata.org/entity/Q3918962,Ministry of Justice of the Republic of Belarus,justice ministry,not classified organisation,2
2587,http://www.wikidata.org/entity/Q28794331,Königsberger Burschenschaft Gothia zu Göttingen,burschenschaft,not classified organisation,2
4695,http://www.wikidata.org/entity/Q633448,Geelong Grammar School,boarding school,educational institution,2
4698,http://www.wikidata.org/entity/Q634396,McNeese State University,public educational institution of the united states | university,university,2
4708,http://www.wikidata.org/entity/Q6367758,Karachi Grammar School,grammar school,educational institution,2
4722,http://www.wikidata.org/entity/Q6391891,Kent School,school,educational institution,2
1434,http://www.wikidata.org/entity/Q1583940,Silliman University,private university | research university,private university,2
4734,http://www.wikidata.org/entity/Q6403386,"Faculty of Law, Universidad de Buenos Aires",faculty,university,2
5363,http://www.wikidata.org/entity/Q7209978,Polish Rifle Squads,organization,not classified organisation,2
3115,http://www.wikidata.org/entity/Q3965465,South Australian National Football League,australian rules football league,not classified organisation,2
6333,http://www.wikidata.org/entity/Q821452,Berlin fraternity of the Märker,burschenschaft | nonprofit organization,scientific organisation,2
6346,http://www.wikidata.org/entity/Q83172,Russian Academy of Sciences,academy of sciences | publishing company,academy of sciences,2
3118,http://www.wikidata.org/entity/Q3997334,Our Lady of the Rosary University,open-access publisher | private university,private university,2
3119,http://www.wikidata.org/entity/Q399798,Israeli Supreme Court,supreme court,not classified organisation,2
5364,http://www.wikidata.org/entity/Q7209985,Polish Socialist Youth Union,juvenile political organization,not classified organisation,2
5365,http://www.wikidata.org/entity/Q7210006,Polish Writers' Union,organization | professional association,not classified organisation,2
971,http://www.wikidata.org/entity/Q1328372,Tokyo University of Foreign Studies,academic publisher | language school | national university | university,university,2
973,http://www.wikidata.org/entity/Q1329478,Czech Technical University in Prague,czech research institution | open-access publisher | public university | publishing company,public university,2
979,http://www.wikidata.org/entity/Q133207,Muslim Brotherhood,international organization | islamist movement | political party | religious organization,not classified organisation,2
5366,http://www.wikidata.org/entity/Q7227035,Polytechnic School,private school | school grounds,educational institution,2
4747,http://www.wikidata.org/entity/Q6410966,King's High School,boarding school | boys' high school | high school | public school | secondary school,educational institution,2
4752,http://www.wikidata.org/entity/Q6411517,King Edward VI Camp Hill School for Boys,academy school | boys' school | grammar school | secondary school,educational institution,2
4755,http://www.wikidata.org/entity/Q6412129,King University,church college | private not-for-profit educational institution | university,university,2
4758,http://www.wikidata.org/entity/Q6413785,Kingswood School,boarding school | independent school,educational institution,2
3090,http://www.wikidata.org/entity/Q386695,High School of Glasgow,independent school,educational institution,2
6384,http://www.wikidata.org/entity/Q848958,Tokyo Keizai University,university,university,2
209,http://www.wikidata.org/entity/Q10854154,Eastern New Mexico University,public educational institution of the united states | public university | university,public university,2
6393,http://www.wikidata.org/entity/Q854280,Royal Institute of Technology,swedish government agency | university,university,2
228,http://www.wikidata.org/entity/Q109431545,"Faculty of Law, Universitas Andalas",faculty | graduate school | higher education institution | law school,university,2
6358,http://www.wikidata.org/entity/Q837164,Newcastle University,educational organization | higher education institution | university,university,2
4779,http://www.wikidata.org/entity/Q6456456,L. Frazier Banks Middle School,school,educational institution,2
4792,http://www.wikidata.org/entity/Q64691281,Chkalovsky Districtional Court (Yekaterinburg),district courts of russia,not classified organisation,2
5342,http://www.wikidata.org/entity/Q71764688,St. Charles College,catholic seminary | catholic university | college | novitiate,university,2
5344,http://www.wikidata.org/entity/Q7177994,Peterborough Collegiate,high school,educational institution,2
985,http://www.wikidata.org/entity/Q13360279,Faculty of Law of Palacký University in Olomouc,faculty of law,university,2
987,http://www.wikidata.org/entity/Q1336952,Brawijaya University,open-access publisher | university,university,2
995,http://www.wikidata.org/entity/Q1342151,Pontifical Catholic University of Puerto Rico,university,university,2
997,http://www.wikidata.org/entity/Q1342484,Robert College,boarding school | high school | private school,educational institution,2
2619,http://www.wikidata.org/entity/Q2930113,Trial court Rotterdam,dutch district court,not classified organisation,2
2626,http://www.wikidata.org/entity/Q2955976,Chancellery of the Prime Minister of Poland,government administration | government agency,company or gov. agency,2
3066,http://www.wikidata.org/entity/Q374902,The Asiatic Society,scientific society | voluntary association,scientific organisation,2
3072,http://www.wikidata.org/entity/Q378014,University of al-Qarawiyyin,moroccan public institution | university,university,2
2604,http://www.wikidata.org/entity/Q290410,Nationalsozialistische Volkswohlfahrt,government agency,company or gov. agency,2
2609,http://www.wikidata.org/entity/Q2908845,Reichman University,private university | publishing company,private university,2
3080,http://www.wikidata.org/entity/Q3827704,Launceston Church Grammar School,boarding school | high school | school,educational institution,2
3084,http://www.wikidata.org/entity/Q3837561,Loughborough Grammar School,boarding school | boys' school | independent school,educational institution,2
3038,http://www.wikidata.org/entity/Q367203,Gymnasium Haganum,building complex | gymnasium,educational institution,2
2646,http://www.wikidata.org/entity/Q2983622,Marianopolis College,college,educational institution,2
2648,http://www.wikidata.org/entity/Q2983652,Collège Saint-Charles-Garnier,high school | private school,educational institution,2
2653,http://www.wikidata.org/entity/Q2983700,Collège Stanislas,collège | high school | primary school,educational institution,2
2655,http://www.wikidata.org/entity/Q2983793,L'Assomption College,secondary school | university campus,university,2
2658,http://www.wikidata.org/entity/Q2983884,Gheorghe Lazăr National College,high school,educational institution,2
3058,http://www.wikidata.org/entity/Q3716653,Imam Muhammad ibn Saud Islamic University,islamic university | publishing company,university,2
2632,http://www.wikidata.org/entity/Q29716,Universidad Autónoma Nuevo León,open-access publisher | university,university,2
2642,http://www.wikidata.org/entity/Q2983568,Collège Bourget,high school,educational institution,2
2643,http://www.wikidata.org/entity/Q2983589,Collège François-de-Laval,high school | private school,educational institution,2
182,http://www.wikidata.org/entity/Q1073441,The Fletcher School of Law and Diplomacy,law school | university,university,2
184,http://www.wikidata.org/entity/Q107472155,Sports Tribunal of New Zealand,sports tribunal,not classified organisation,2
189,http://www.wikidata.org/entity/Q1075148,"University of California, Riverside",land-grant university | public educational institution of the united states | public research university,university,2
4763,http://www.wikidata.org/entity/Q6423563,Knox Grammar School,high school | private school,educational institution,2
4771,http://www.wikidata.org/entity/Q64410270,Leninsky Districtional Court of Yekaterinburg,district courts of russia,not classified organisation,2
1399,http://www.wikidata.org/entity/Q156652,Thule Society,secret society,learned society,2
6424,http://www.wikidata.org/entity/Q872203,Federal Ministry of Justice,bundesministerium | justice ministry,not classified organisation,2
5357,http://www.wikidata.org/entity/Q7199570,Pitzer College,private not-for-profit educational institution | school,educational institution,2
5358,http://www.wikidata.org/entity/Q7205486,Plumtree School,boarding school,educational institution,2
5361,http://www.wikidata.org/entity/Q720953,University of Colombo,public research university,university,2
4797,http://www.wikidata.org/entity/Q6473379,Lahore High Court,high court,not classified organisation,2
1382,http://www.wikidata.org/entity/Q15576,University of South Australia,public university,public university,2
1384,http://www.wikidata.org/entity/Q1558160,Bulgarian Men's High School of Thessaloniki,gymnasium | high school | school,educational institution,2
1386,http://www.wikidata.org/entity/Q1558232,Gymnasium St. Augustin,fürstenschule | gymnasium in germany,educational institution,2
1389,http://www.wikidata.org/entity/Q1559836,Göttinger Wingolf,voluntary association,not classified organisation,2
1390,http://www.wikidata.org/entity/Q15618125,Polish Association of Legislation,organization,not classified organisation,2
4816,http://www.wikidata.org/entity/Q649299,Regis University,open-access publisher | private not-for-profit educational institution | university,university,2
4817,http://www.wikidata.org/entity/Q6496477,Latin School of Chicago,university-preparatory school,university,2
6430,http://www.wikidata.org/entity/Q876727,"Faculty of Law, University of Vienna",faculty of law,university,2
6433,http://www.wikidata.org/entity/Q87751176,Palestinian Supreme Judicial Council,judiciary | organization,not classified organisation,2
6441,http://www.wikidata.org/entity/Q881846,Kyffhäuserbund,eingetragener verein | veterans' organization,not classified organisation,2
3030,http://www.wikidata.org/entity/Q3630817,Magadh University,university,university,2
1293,http://www.wikidata.org/entity/Q1518426,Basque Studies Society,learned society | publishing company,learned society,2
4902,http://www.wikidata.org/entity/Q6669598,Lon Morris College,university,university,2
4917,http://www.wikidata.org/entity/Q6689312,Louisiana State University Shreveport,public educational institution of the united states | university,university,2
5215,http://www.wikidata.org/entity/Q7054467,North Carolina Court of Appeals,appellate court,not classified organisation,2
5216,http://www.wikidata.org/entity/Q7054624,North Carolina Superior Court,organization,not classified organisation,2
1368,http://www.wikidata.org/entity/Q1548391,Große Stadtschule Rostock,former educational institution | school,educational institution,2
1158,http://www.wikidata.org/entity/Q14687965,Niles West High School,high school,educational institution,2
1164,http://www.wikidata.org/entity/Q14691809,McDonogh 35 High School,high school,educational institution,2
1169,http://www.wikidata.org/entity/Q1470431,Catholic University of Paris,catholic university | pontifical university | private university,private university,2
5080,http://www.wikidata.org/entity/Q6859396,Millersville University of Pennsylvania,public educational institution of the united states | university,university,2
5081,http://www.wikidata.org/entity/Q6859616,Milligan University,church college | liberal arts college | private not-for-profit educational institution,educational institution,2
5083,http://www.wikidata.org/entity/Q6860967,Milton Academy,boarding school | day school | independent school,educational institution,2
5090,http://www.wikidata.org/entity/Q687175,Deutsche Bundesbahn,railway company,company or gov. agency,2
5121,http://www.wikidata.org/entity/Q6913736,Morris High School,high school,educational institution,2
5122,http://www.wikidata.org/entity/Q6913998,Morrison & Foerster,business | enterprise | law firm | lobbyist | organization,company or gov. agency,2
6423,http://www.wikidata.org/entity/Q872181,scouting,social movement,not classified organisation,2
4828,http://www.wikidata.org/entity/Q6506386,LeMoyne–Owen College,historically black college or university | private not-for-profit educational institution | university campus,university,2
4829,http://www.wikidata.org/entity/Q65073887,Monticello High School,school,educational institution,2
5328,http://www.wikidata.org/entity/Q7161950,Pembroke College in Brown University,women's college in the united states,educational institution,2
1009,http://www.wikidata.org/entity/Q1353139,Glasgow Caledonian University,public university | university,public university,2
1010,http://www.wikidata.org/entity/Q1353248,New Mexico State University,land-grant university | open-access publisher | public educational institution of the united states | public university,public university,2
1354,http://www.wikidata.org/entity/Q1543,AC Milan,association football club | men's association football team,not classified organisation,2
1358,http://www.wikidata.org/entity/Q1546014,University of Valparaíso,open-access publisher | public university,public university,2
1363,http://www.wikidata.org/entity/Q1547804,Inter-American Court of Human Rights,international court,not classified organisation,2
156,http://www.wikidata.org/entity/Q10664609,Scripps College,liberal arts college in the united states | private not-for-profit educational institution | women's college,educational institution,2
2668,http://www.wikidata.org/entity/Q2994324,Conseil supérieur de la magistrature,judicial council | q129341528,not classified organisation,2
2669,http://www.wikidata.org/entity/Q2995361,National Council of the Kingdom of Italy,legislative assembly | legislative term,not classified organisation,2
2671,http://www.wikidata.org/entity/Q3000938,Constitutional Court of the Democratic Republic of the Congo,constitutional court | supreme court,not classified organisation,2
2675,http://www.wikidata.org/entity/Q3000989,Quebec Court of Appeal,canadian appellate court,not classified organisation,2
3018,http://www.wikidata.org/entity/Q3578073,National School of Public Administration,educational institution,educational institution,2
1189,http://www.wikidata.org/entity/Q14708839,Franklin High School,high school,educational institution,2
1292,http://www.wikidata.org/entity/Q1517831,Herlufsholm School,boarding school,educational institution,2
2695,http://www.wikidata.org/entity/Q30257277,Bauman Kazan State Academy of Veterinary Medicine,academy | organization,learned society,2
2697,http://www.wikidata.org/entity/Q3026663,Penn State Law,law school | public educational institution of the united states,educational institution,2
2698,http://www.wikidata.org/entity/Q3027788,Miami Dade College,college | public educational institution of the united states,educational institution,2
2706,http://www.wikidata.org/entity/Q3044789,Attorney-General's Department,department of the australian government,company or gov. agency,2
2984,http://www.wikidata.org/entity/Q3551491,St. Thomas University,university,university,2
2986,http://www.wikidata.org/entity/Q3551496,Robert Schuman University,university in france,university,2
6459,http://www.wikidata.org/entity/Q892768,Bonner Wingolf,voluntary association,not classified organisation,2
146,http://www.wikidata.org/entity/Q1062580,Irish Republican Brotherhood,political party,not classified organisation,2
6482,http://www.wikidata.org/entity/Q9089805,High Court of Justice of the Basque Country,high court of justice of spain,not classified organisation,2
6484,http://www.wikidata.org/entity/Q910529,Tohoku Gakuin University,university,university,2
2680,http://www.wikidata.org/entity/Q3001110,Supreme Court of Justice of Colombia,supreme court,not classified organisation,2
2691,http://www.wikidata.org/entity/Q3017842,William Bundey,human | person,not classified organisation,2
2999,http://www.wikidata.org/entity/Q3551685,Trinity College,affiliated school | university college,university,2
3003,http://www.wikidata.org/entity/Q3551772,University of Wisconsin–Whitewater,public educational institution of the united states | university,university,2
3011,http://www.wikidata.org/entity/Q3565231,Court of Audit (Greece),administrative court,not classified organisation,2
6451,http://www.wikidata.org/entity/Q8880,European Commission,executive branch | institution of the european union,not classified organisation,2
2724,http://www.wikidata.org/entity/Q308329,Université Abdou Moumouni,quarter of niger | university,university,2
2950,http://www.wikidata.org/entity/Q3521485,The King's School,private school | school,educational institution,2
2951,http://www.wikidata.org/entity/Q3522623,Kerala High Court,appellate court,not classified organisation,2
2956,http://www.wikidata.org/entity/Q3530002,"Government Victoria College, Palakkad",college,educational institution,2
4854,http://www.wikidata.org/entity/Q65455710,Leonensia,eingetragener verein | männerbund | q1265246 | q1810925 | studentenverbindung,not classified organisation,2
4857,http://www.wikidata.org/entity/Q6550727,Lincoln High School,high school,educational institution,2
5297,http://www.wikidata.org/entity/Q7125188,Paisley Grammar School,grammar school,educational institution,2
1018,http://www.wikidata.org/entity/Q13567364,"Saint Joseph's College, Colombo",school,educational institution,2
1020,http://www.wikidata.org/entity/Q13572981,University of South Alabama,public educational institution of the united states | university,university,2
1027,http://www.wikidata.org/entity/Q1362729,Technical University of Lisbon,institute of technology,institute of technology,2
