,uriPer_x,uriPer_y,orgs,numberOrgs,uriOrgs,periods_x,BeginY_x,EndY_x,BeginY_y,EndY_y,periods_y
6128,http://www.wikidata.org/entity/Q108611355,http://www.wikidata.org/entity/Q108709886,University of Lagos|Nigerian Law School|Ahmadu Bello University,3,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1982.0,1993.0,1983.0,1994.0,1950-1974
32782,http://www.wikidata.org/entity/Q16091745,http://www.wikidata.org/entity/Q4685038,Loyola University New Orleans College of Law|University of Virginia School of Law|Loyola University New Orleans,3,http://www.wikidata.org/entity/Q6694614|http://www.wikidata.org/entity/Q7896545|http://www.wikidata.org/entity/Q172430,1925-1949,1949.0,1960.0,1947.0,1958.0,1925-1949
32484,http://www.wikidata.org/entity/Q16089710,http://www.wikidata.org/entity/Q6470610,Sydney Boys High School|University of Sydney|Sydney Law School,3,http://www.wikidata.org/entity/Q7659840|http://www.wikidata.org/entity/Q487556|http://www.wikidata.org/entity/Q7660015,1900-1924,1940.0,1951.0,1940.0,1951.0,1900-1924
63367,http://www.wikidata.org/entity/Q3944319,http://www.wikidata.org/entity/Q601378,Scuola Normale Superiore|Sant'Anna School of Advanced Studies|University of Pisa,3,http://www.wikidata.org/entity/Q672416|http://www.wikidata.org/entity/Q774609|http://www.wikidata.org/entity/Q645663,1925-1949,1953.0,1964.0,1955.0,1966.0,1925-1949
61406,http://www.wikidata.org/entity/Q336111,http://www.wikidata.org/entity/Q7365086,University of Dundee School of Law|University of St Andrews|University of Edinburgh,3,http://www.wikidata.org/entity/Q7895349|http://www.wikidata.org/entity/Q216273|http://www.wikidata.org/entity/Q160302,1925-1949,1967.0,1978.0,1963.0,1974.0,1925-1949
34006,http://www.wikidata.org/entity/Q16115080,http://www.wikidata.org/entity/Q1792585,Mississippi State University|University of Mississippi School of Law|University of Mississippi,3,http://www.wikidata.org/entity/Q1939211|http://www.wikidata.org/entity/Q14693404|http://www.wikidata.org/entity/Q1138384,1925-1949,1965.0,1976.0,1959.0,1970.0,1925-1949
57676,http://www.wikidata.org/entity/Q2633194,http://www.wikidata.org/entity/Q4409483,City College of New York|Brooklyn Law School|primary school,3,http://www.wikidata.org/entity/Q1093910|http://www.wikidata.org/entity/Q1812600|http://www.wikidata.org/entity/Q9842,1900-1924,1918.0,1929.0,1924.0,1935.0,1900-1924
18148,http://www.wikidata.org/entity/Q124526773,http://www.wikidata.org/entity/Q63104521,University of Hawaiʻi System|University of Michigan Law School|Maui High School,3,http://www.wikidata.org/entity/Q217439|http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q6792375,1900-1924,1935.0,1946.0,1931.0,1942.0,1900-1924
39351,http://www.wikidata.org/entity/Q1680173,http://www.wikidata.org/entity/Q764939,University of Edinburgh School of Law|Edinburgh Academy|University of Edinburgh,3,http://www.wikidata.org/entity/Q7895368|http://www.wikidata.org/entity/Q3047595|http://www.wikidata.org/entity/Q160302,1925-1949,1950.0,1961.0,1956.0,1967.0,1925-1949
57912,http://www.wikidata.org/entity/Q26923642,http://www.wikidata.org/entity/Q76898486,Ghana School of Law|Aburi Girls' Senior High School|University of Ghana,3,http://www.wikidata.org/entity/Q5555403|http://www.wikidata.org/entity/Q16733315|http://www.wikidata.org/entity/Q2303765,1925-1949,1962.0,1973.0,1967.0,1978.0,1925-1949
47035,http://www.wikidata.org/entity/Q1946678,http://www.wikidata.org/entity/Q4685038,Loyola University New Orleans|Jesuit High School|Loyola University New Orleans College of Law,3,http://www.wikidata.org/entity/Q172430|http://www.wikidata.org/entity/Q6188014|http://www.wikidata.org/entity/Q6694614,1925-1949,1948.0,1959.0,1947.0,1958.0,1925-1949
49361,http://www.wikidata.org/entity/Q202209,http://www.wikidata.org/entity/Q3944319,University of Pisa|Scuola Normale Superiore|Sant'Anna School of Advanced Studies,3,http://www.wikidata.org/entity/Q645663|http://www.wikidata.org/entity/Q672416|http://www.wikidata.org/entity/Q774609,1925-1949,1956.0,1967.0,1953.0,1964.0,1925-1949
49365,http://www.wikidata.org/entity/Q202209,http://www.wikidata.org/entity/Q601378,University of Pisa|Scuola Normale Superiore|Sant'Anna School of Advanced Studies,3,http://www.wikidata.org/entity/Q645663|http://www.wikidata.org/entity/Q672416|http://www.wikidata.org/entity/Q774609,1925-1949,1956.0,1967.0,1955.0,1966.0,1925-1949
20703,http://www.wikidata.org/entity/Q1317025,http://www.wikidata.org/entity/Q26923642,Ghana School of Law|Wesley Girls' High School|University of Ghana,3,http://www.wikidata.org/entity/Q5555403|http://www.wikidata.org/entity/Q7983927|http://www.wikidata.org/entity/Q2303765,1925-1949,1965.0,1976.0,1962.0,1973.0,1925-1949
6106,http://www.wikidata.org/entity/Q108611355,http://www.wikidata.org/entity/Q108611385,University of Lagos|Nigerian Law School|Ahmadu Bello University,3,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1982.0,1993.0,1983.0,1994.0,1950-1974
26665,http://www.wikidata.org/entity/Q15451766,http://www.wikidata.org/entity/Q4758186,New York University School of Law|Fordham University|Fordham University School of Law,3,http://www.wikidata.org/entity/Q846173|http://www.wikidata.org/entity/Q130965|http://www.wikidata.org/entity/Q5468082,1925-1949,1951.0,1962.0,1951.0,1962.0,1925-1949
31741,http://www.wikidata.org/entity/Q16031232,http://www.wikidata.org/entity/Q554988,Columbia Grammar & Preparatory School|Columbia University|Columbia Law School,3,http://www.wikidata.org/entity/Q5149700|http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1825-1849,1864.0,1875.0,1868.0,1879.0,1850-1874
5984,http://www.wikidata.org/entity/Q108611021,http://www.wikidata.org/entity/Q108680628,University of Nigeria|University of Lagos|Nigerian Law School,3,http://www.wikidata.org/entity/Q927304|http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1983.0,1994.0,1982.0,1993.0,1950-1974
20122,http://www.wikidata.org/entity/Q12967678,http://www.wikidata.org/entity/Q562584,University of Santo Tomas Faculty of Civil Law|University of Santo Tomas|Colegio de San Juan de Letran,3,http://www.wikidata.org/entity/Q7896259|http://www.wikidata.org/entity/Q1401524|http://www.wikidata.org/entity/Q1108074,1850-1874,1871.0,1882.0,1865.0,1876.0,1825-1849
55936,http://www.wikidata.org/entity/Q24287770,http://www.wikidata.org/entity/Q63347373,Instituto Nacional General José Miguel Carrera|Liceo Manuel Barros Borgoño|University of Chile,3,http://www.wikidata.org/entity/Q2422271|http://www.wikidata.org/entity/Q5975107|http://www.wikidata.org/entity/Q232141,1900-1924,1923.0,1934.0,1925.0,1936.0,1900-1924
5994,http://www.wikidata.org/entity/Q108611021,http://www.wikidata.org/entity/Q123759763,University of Nigeria|University of Lagos|Nigerian Law School,3,http://www.wikidata.org/entity/Q927304|http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1983.0,1994.0,1977.0,1988.0,1950-1974
6166,http://www.wikidata.org/entity/Q108611385,http://www.wikidata.org/entity/Q108709886,University of Lagos|Nigerian Law School|Ahmadu Bello University,3,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1983.0,1994.0,1983.0,1994.0,1950-1974
6696,http://www.wikidata.org/entity/Q108680628,http://www.wikidata.org/entity/Q123759763,University of Nigeria|University of Lagos|Nigerian Law School,3,http://www.wikidata.org/entity/Q927304|http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1982.0,1993.0,1977.0,1988.0,1950-1974
41004,http://www.wikidata.org/entity/Q1702061,http://www.wikidata.org/entity/Q7106046,Columbia University|Harvard University|Columbia Law School,3,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q1149089,1900-1924,1934.0,1945.0,1932.0,1943.0,1900-1924
69126,http://www.wikidata.org/entity/Q4768453,http://www.wikidata.org/entity/Q5248438,Princeton University|Princeton School of Public and International Affairs|Harvard Law School,3,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q2349578|http://www.wikidata.org/entity/Q49122,1950-1974,1976.0,1987.0,1977.0,1988.0,1950-1974
69168,http://www.wikidata.org/entity/Q4768453,http://www.wikidata.org/entity/Q7626985,Princeton University|Princeton School of Public and International Affairs|Harvard Law School,3,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q2349578|http://www.wikidata.org/entity/Q49122,1950-1974,1976.0,1987.0,1978.0,1989.0,1950-1974
69814,http://www.wikidata.org/entity/Q4798963,http://www.wikidata.org/entity/Q4963844,University of Edinburgh|University of Glasgow|University of Edinburgh School of Law,3,http://www.wikidata.org/entity/Q160302|http://www.wikidata.org/entity/Q192775|http://www.wikidata.org/entity/Q7895368,1925-1949,1960.0,1971.0,1960.0,1971.0,1925-1949
71647,http://www.wikidata.org/entity/Q4904587,http://www.wikidata.org/entity/Q6279283,San Beda College of Law|University of the Philippines|San Beda University,3,http://www.wikidata.org/entity/Q7413401|http://www.wikidata.org/entity/Q746592|http://www.wikidata.org/entity/Q3551584,1925-1949,1965.0,1976.0,1965.0,1976.0,1925-1949
74092,http://www.wikidata.org/entity/Q5075643,http://www.wikidata.org/entity/Q6263083,Princeton University|University of Michigan|University of Michigan Law School,3,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830,1900-1924,1940.0,1951.0,1942.0,1953.0,1900-1924
79106,http://www.wikidata.org/entity/Q5248438,http://www.wikidata.org/entity/Q7626985,Harvard Law School|Princeton School of Public and International Affairs|Princeton University,3,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q2349578|http://www.wikidata.org/entity/Q21578,1950-1974,1977.0,1988.0,1978.0,1989.0,1950-1974
79426,http://www.wikidata.org/entity/Q5258886,http://www.wikidata.org/entity/Q6390310,West Virginia University College of Law|West Virginia University|West Virginia University Institute of Technology,3,http://www.wikidata.org/entity/Q7986925|http://www.wikidata.org/entity/Q115376|http://www.wikidata.org/entity/Q7986928,1900-1924,1930.0,1941.0,1936.0,1947.0,1900-1924
81664,http://www.wikidata.org/entity/Q5344330,http://www.wikidata.org/entity/Q7183092,Yale Law School|Harvard University|Harvard College,3,http://www.wikidata.org/entity/Q1143289|http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49123,1950-1974,1975.0,1986.0,1977.0,1988.0,1950-1974
82665,http://www.wikidata.org/entity/Q5386786,http://www.wikidata.org/entity/Q5702728,Mitchell Hamline School of Law|William Mitchell College of Law|University of Minnesota,3,http://www.wikidata.org/entity/Q22060180|http://www.wikidata.org/entity/Q8015692|http://www.wikidata.org/entity/Q238101,1950-1974,1969.0,1980.0,1972.0,1983.0,1950-1974
85484,http://www.wikidata.org/entity/Q5539039,http://www.wikidata.org/entity/Q5661051,primary school|University of Illinois College of Law|University of Illinois Urbana–Champaign,3,http://www.wikidata.org/entity/Q9842|http://www.wikidata.org/entity/Q7895523|http://www.wikidata.org/entity/Q457281,1900-1924,1923.0,1934.0,1928.0,1939.0,1900-1924
86607,http://www.wikidata.org/entity/Q5568800,http://www.wikidata.org/entity/Q6141063,University of Michigan|University of Michigan Law School|Ross School of Business,3,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q3029157,1925-1949,1943.0,1954.0,1942.0,1953.0,1900-1924
89126,http://www.wikidata.org/entity/Q5919410,http://www.wikidata.org/entity/Q6208647,University of Michigan Law School|University of Michigan|Bradley University,3,http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q897052,1925-1949,1958.0,1969.0,1955.0,1966.0,1925-1949
90669,http://www.wikidata.org/entity/Q6128248,http://www.wikidata.org/entity/Q7509323,University of Montana School of Law|Montana State University|University of Montana,3,http://www.wikidata.org/entity/Q7895856|http://www.wikidata.org/entity/Q1861687|http://www.wikidata.org/entity/Q2302336,1950-1974,1975.0,1986.0,1971.0,1982.0,1950-1974
94129,http://www.wikidata.org/entity/Q6245944,http://www.wikidata.org/entity/Q7614780,University of Michigan|University of Michigan Law School|Stanford University,3,http://www.wikidata.org/entity/Q230492|http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q41506,1925-1949,1966.0,1977.0,1964.0,1975.0,1925-1949
94653,http://www.wikidata.org/entity/Q6263083,http://www.wikidata.org/entity/Q7154113,Michigan State University|University of Michigan Law School|University of Michigan,3,http://www.wikidata.org/entity/Q270222|http://www.wikidata.org/entity/Q911830|http://www.wikidata.org/entity/Q230492,1900-1924,1942.0,1953.0,1947.0,1958.0,1925-1949
95931,http://www.wikidata.org/entity/Q6384856,http://www.wikidata.org/entity/Q6833580,Yale Law School|Harvard University|Harvard College,3,http://www.wikidata.org/entity/Q1143289|http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49123,1950-1974,1968.0,1979.0,1964.0,1975.0,1925-1949
95958,http://www.wikidata.org/entity/Q6384856,http://www.wikidata.org/entity/Q8003950,Yale Law School|Harvard University|Harvard College,3,http://www.wikidata.org/entity/Q1143289|http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49123,1950-1974,1968.0,1979.0,1963.0,1974.0,1925-1949
99218,http://www.wikidata.org/entity/Q6833580,http://www.wikidata.org/entity/Q8003950,Harvard University|Harvard College|Yale Law School,3,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49123|http://www.wikidata.org/entity/Q1143289,1925-1949,1964.0,1975.0,1963.0,1974.0,1925-1949
100699,http://www.wikidata.org/entity/Q7171818,http://www.wikidata.org/entity/Q7343782,Ohio University|Ohio State University|Moritz College of Law,3,http://www.wikidata.org/entity/Q1075339|http://www.wikidata.org/entity/Q309331|http://www.wikidata.org/entity/Q6912389,1900-1924,1934.0,1945.0,1940.0,1951.0,1900-1924
2526,http://www.wikidata.org/entity/Q1063859,http://www.wikidata.org/entity/Q5075643,Princeton University|University of Michigan Law School,2,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q911830,1925-1949,1946.0,1957.0,1940.0,1951.0,1900-1924
2544,http://www.wikidata.org/entity/Q1063859,http://www.wikidata.org/entity/Q6263083,Princeton University|University of Michigan Law School,2,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q911830,1925-1949,1946.0,1957.0,1942.0,1953.0,1900-1924
2608,http://www.wikidata.org/entity/Q1064333,http://www.wikidata.org/entity/Q476893,Fordham University|New York Law School,2,http://www.wikidata.org/entity/Q130965|http://www.wikidata.org/entity/Q3339059,1875-1899,1897.0,1908.0,1894.0,1905.0,1875-1899
2611,http://www.wikidata.org/entity/Q1064333,http://www.wikidata.org/entity/Q5484899,Fordham University|New York Law School,2,http://www.wikidata.org/entity/Q130965|http://www.wikidata.org/entity/Q3339059,1875-1899,1897.0,1908.0,1901.0,1912.0,1875-1899
2649,http://www.wikidata.org/entity/Q1064457,http://www.wikidata.org/entity/Q15451885,Princeton University|Columbia Law School,2,http://www.wikidata.org/entity/Q21578|http://www.wikidata.org/entity/Q1149089,1925-1949,1953.0,1964.0,1957.0,1968.0,1925-1949
2671,http://www.wikidata.org/entity/Q1064457,http://www.wikidata.org/entity/Q5542532,University of Oxford|Columbia Law School,2,http://www.wikidata.org/entity/Q34433|http://www.wikidata.org/entity/Q1149089,1925-1949,1953.0,1964.0,1950.0,1961.0,1925-1949
2810,http://www.wikidata.org/entity/Q106464740,http://www.wikidata.org/entity/Q106615431,"Judicial Institute of Iraq|Faculty of Law, University of Baghdad",2,http://www.wikidata.org/entity/Q111412852|http://www.wikidata.org/entity/Q118929466,1950-1974,1985.0,1996.0,1989.0,2000.0,1950-1974
2811,http://www.wikidata.org/entity/Q106464740,http://www.wikidata.org/entity/Q112107466,"Judicial Institute of Iraq|Faculty of Law, University of Baghdad",2,http://www.wikidata.org/entity/Q111412852|http://www.wikidata.org/entity/Q118929466,1950-1974,1985.0,1996.0,1982.0,1993.0,1950-1974
3257,http://www.wikidata.org/entity/Q106582189,http://www.wikidata.org/entity/Q110743056,Laval University|Séminaire de Québec,2,http://www.wikidata.org/entity/Q1067935|http://www.wikidata.org/entity/Q3296532,1875-1899,1916.0,1927.0,1915.0,1926.0,1875-1899
757,http://www.wikidata.org/entity/Q10376162,http://www.wikidata.org/entity/Q19607938,Universidade Federal do Paraná|Pontifical Catholic University of Paraná,2,http://www.wikidata.org/entity/Q1232831|http://www.wikidata.org/entity/Q1131088,1950-1974,1977.0,1988.0,1981.0,1992.0,1950-1974
3259,http://www.wikidata.org/entity/Q106582189,http://www.wikidata.org/entity/Q111047888,Laval University|Séminaire de Québec,2,http://www.wikidata.org/entity/Q1067935|http://www.wikidata.org/entity/Q3296532,1875-1899,1916.0,1927.0,1914.0,1925.0,1875-1899
3280,http://www.wikidata.org/entity/Q1065862,http://www.wikidata.org/entity/Q5082250,Brown University|Harvard Law School,2,http://www.wikidata.org/entity/Q49114|http://www.wikidata.org/entity/Q49122,1800-1824,1835.0,1846.0,1837.0,1848.0,1800-1824
3287,http://www.wikidata.org/entity/Q1065862,http://www.wikidata.org/entity/Q6758342,Brown University|Harvard Law School,2,http://www.wikidata.org/entity/Q49114|http://www.wikidata.org/entity/Q49122,1800-1824,1835.0,1846.0,1837.0,1848.0,1800-1824
3318,http://www.wikidata.org/entity/Q1066002,http://www.wikidata.org/entity/Q16014964,Cornell University|Cornell Law School,2,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q845768,1900-1924,1934.0,1945.0,1940.0,1951.0,1900-1924
3326,http://www.wikidata.org/entity/Q1066002,http://www.wikidata.org/entity/Q6662423,Cornell University|Cornell Law School,2,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q845768,1900-1924,1934.0,1945.0,1930.0,1941.0,1900-1924
3328,http://www.wikidata.org/entity/Q1066002,http://www.wikidata.org/entity/Q7342208,Cornell University|Cornell Law School,2,http://www.wikidata.org/entity/Q49115|http://www.wikidata.org/entity/Q845768,1900-1924,1934.0,1945.0,1935.0,1946.0,1900-1924
3775,http://www.wikidata.org/entity/Q1066403,http://www.wikidata.org/entity/Q16939461,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1925-1949,1945.0,1956.0,1941.0,1952.0,1900-1924
3779,http://www.wikidata.org/entity/Q1066403,http://www.wikidata.org/entity/Q4738117,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1925-1949,1945.0,1956.0,1951.0,1962.0,1925-1949
3794,http://www.wikidata.org/entity/Q1066403,http://www.wikidata.org/entity/Q659792,Columbia University|Columbia Law School,2,http://www.wikidata.org/entity/Q49088|http://www.wikidata.org/entity/Q1149089,1925-1949,1945.0,1956.0,1944.0,1955.0,1925-1949
4382,http://www.wikidata.org/entity/Q106704723,http://www.wikidata.org/entity/Q2575778,Ludwig-Maximilians-Universität München|Friedrich-Alexander-Universität Erlangen-Nürnberg,2,http://www.wikidata.org/entity/Q55044|http://www.wikidata.org/entity/Q40025,1900-1924,1920.0,1931.0,1921.0,1932.0,1900-1924
4589,http://www.wikidata.org/entity/Q106777679,http://www.wikidata.org/entity/Q335930,Christ Church|Westminster School,2,http://www.wikidata.org/entity/Q745967|http://www.wikidata.org/entity/Q1341516,1925-1949,1967.0,1978.0,1966.0,1977.0,1925-1949
4718,http://www.wikidata.org/entity/Q107062,http://www.wikidata.org/entity/Q76699,Freie Universität Berlin|University of Freiburg,2,http://www.wikidata.org/entity/Q153006|http://www.wikidata.org/entity/Q153987,1925-1949,1960.0,1971.0,1962.0,1973.0,1925-1949
4732,http://www.wikidata.org/entity/Q10709925,http://www.wikidata.org/entity/Q12002679,"Faculty of Law, Charles University in Prague|Charles University",2,http://www.wikidata.org/entity/Q12047389|http://www.wikidata.org/entity/Q31519,1850-1874,1887.0,1898.0,1881.0,1892.0,1850-1874
4831,http://www.wikidata.org/entity/Q107227453,http://www.wikidata.org/entity/Q5344253,"University of California, Berkeley|University of California, Berkeley, School of Law",2,http://www.wikidata.org/entity/Q168756|http://www.wikidata.org/entity/Q846183,1925-1949,1965.0,1976.0,1971.0,1982.0,1950-1974
4961,http://www.wikidata.org/entity/Q107380068,http://www.wikidata.org/entity/Q16731540,New York University School of Law|University of Michigan,2,http://www.wikidata.org/entity/Q846173|http://www.wikidata.org/entity/Q230492,1950-1974,1983.0,1994.0,1981.0,1992.0,1950-1974
5563,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q108611021,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1983.0,1994.0,1950-1974
5566,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q108611355,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1982.0,1993.0,1950-1974
5567,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q108611385,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1983.0,1994.0,1950-1974
5578,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q108678258,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1978.0,1989.0,1950-1974
5579,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q108680628,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1982.0,1993.0,1950-1974
5585,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q108709886,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1983.0,1994.0,1950-1974
5587,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q108803848,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1981.0,1992.0,1950-1974
5590,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q123759763,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1977.0,1988.0,1950-1974
5592,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q123785107,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1982.0,1993.0,1950-1974
5600,http://www.wikidata.org/entity/Q108601798,http://www.wikidata.org/entity/Q19874968,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1977.0,1988.0,1976.0,1987.0,1950-1974
5610,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q108611015,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1978.0,1989.0,1950-1974
5612,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q108611149,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1972.0,1983.0,1950-1974
5614,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q108611355,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1982.0,1993.0,1950-1974
5615,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q108611385,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1983.0,1994.0,1950-1974
5618,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q108618955,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1975.0,1986.0,1950-1974
5628,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q108689611,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1979.0,1990.0,1950-1974
5633,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q108709886,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1983.0,1994.0,1950-1974
5636,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q123136983,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1977.0,1988.0,1950-1974
5637,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q123734302,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1977.0,1988.0,1950-1974
5639,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q123779164,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1977.0,1988.0,1950-1974
5642,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q123900968,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1978.0,1989.0,1950-1974
5643,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q123901498,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1978.0,1989.0,1950-1974
5644,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q123990919,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1975.0,1986.0,1950-1974
5645,http://www.wikidata.org/entity/Q108602139,http://www.wikidata.org/entity/Q124813718,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1976.0,1987.0,1950-1974
5689,http://www.wikidata.org/entity/Q108608519,http://www.wikidata.org/entity/Q108616082,Nigerian Law School|University of Uyo,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q7896523,1950-1974,1982.0,1993.0,1984.0,1995.0,1950-1974
5723,http://www.wikidata.org/entity/Q108608522,http://www.wikidata.org/entity/Q108610144,University of Nigeria|Nigerian Law School,2,http://www.wikidata.org/entity/Q927304|http://www.wikidata.org/entity/Q7032922,1950-1974,1980.0,1991.0,1981.0,1992.0,1950-1974
