,uriPer_x,uriPer_y,orgs,numberOrgs,uriOrgs,periods_x,BeginY_x,EndY_x,BeginY_y,EndY_y,periods_y
6298,http://www.wikidata.org/entity/Q108616459,http://www.wikidata.org/entity/Q108635217,Nigerian Law School|Usmanu Danfodiyo University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q7902729,1950-1974,1980.0,1991.0,1981.0,1992.0,1950-1974
6300,http://www.wikidata.org/entity/Q108616459,http://www.wikidata.org/entity/Q108643920,Nigerian Law School|Usmanu Danfodiyo University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q7902729,1950-1974,1980.0,1991.0,1986.0,1997.0,1950-1974
6329,http://www.wikidata.org/entity/Q108616573,http://www.wikidata.org/entity/Q108627955,Nigerian Law School|University of Maiduguri,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q3509668,1950-1974,1986.0,1997.0,1982.0,1993.0,1950-1974
6330,http://www.wikidata.org/entity/Q108616573,http://www.wikidata.org/entity/Q108631617,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1986.0,1997.0,1984.0,1995.0,1950-1974
6334,http://www.wikidata.org/entity/Q108616573,http://www.wikidata.org/entity/Q108680628,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1986.0,1997.0,1982.0,1993.0,1950-1974
6336,http://www.wikidata.org/entity/Q108616573,http://www.wikidata.org/entity/Q108709886,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1986.0,1997.0,1983.0,1994.0,1950-1974
6337,http://www.wikidata.org/entity/Q108616573,http://www.wikidata.org/entity/Q108803848,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1986.0,1997.0,1981.0,1992.0,1950-1974
6339,http://www.wikidata.org/entity/Q108616573,http://www.wikidata.org/entity/Q123785107,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1986.0,1997.0,1982.0,1993.0,1950-1974
6346,http://www.wikidata.org/entity/Q108616689,http://www.wikidata.org/entity/Q108642950,Obafemi Awolowo University|Nigerian Law School,2,http://www.wikidata.org/entity/Q2008672|http://www.wikidata.org/entity/Q7032922,1950-1974,1976.0,1987.0,1977.0,1988.0,1950-1974
6382,http://www.wikidata.org/entity/Q108618955,http://www.wikidata.org/entity/Q108689611,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1975.0,1986.0,1979.0,1990.0,1950-1974
6390,http://www.wikidata.org/entity/Q108618955,http://www.wikidata.org/entity/Q123136983,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1975.0,1986.0,1977.0,1988.0,1950-1974
6391,http://www.wikidata.org/entity/Q108618955,http://www.wikidata.org/entity/Q123734302,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1975.0,1986.0,1977.0,1988.0,1950-1974
6393,http://www.wikidata.org/entity/Q108618955,http://www.wikidata.org/entity/Q123779164,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1975.0,1986.0,1977.0,1988.0,1950-1974
6394,http://www.wikidata.org/entity/Q108618955,http://www.wikidata.org/entity/Q123900968,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1975.0,1986.0,1978.0,1989.0,1950-1974
6395,http://www.wikidata.org/entity/Q108618955,http://www.wikidata.org/entity/Q123901498,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1975.0,1986.0,1978.0,1989.0,1950-1974
6396,http://www.wikidata.org/entity/Q108618955,http://www.wikidata.org/entity/Q123990919,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1975.0,1986.0,1975.0,1986.0,1950-1974
6397,http://www.wikidata.org/entity/Q108618955,http://www.wikidata.org/entity/Q124813718,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1975.0,1986.0,1976.0,1987.0,1950-1974
6421,http://www.wikidata.org/entity/Q108619017,http://www.wikidata.org/entity/Q108700842,University of Jos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1412551|http://www.wikidata.org/entity/Q7032922,1950-1974,1981.0,1992.0,1980.0,1991.0,1950-1974
6444,http://www.wikidata.org/entity/Q108627955,http://www.wikidata.org/entity/Q108676684,University of Maiduguri|Nigerian Law School,2,http://www.wikidata.org/entity/Q3509668|http://www.wikidata.org/entity/Q7032922,1950-1974,1982.0,1993.0,1978.0,1989.0,1950-1974
6470,http://www.wikidata.org/entity/Q108631617,http://www.wikidata.org/entity/Q108678258,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1984.0,1995.0,1978.0,1989.0,1950-1974
6471,http://www.wikidata.org/entity/Q108631617,http://www.wikidata.org/entity/Q108680628,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1984.0,1995.0,1982.0,1993.0,1950-1974
6475,http://www.wikidata.org/entity/Q108631617,http://www.wikidata.org/entity/Q108709886,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1984.0,1995.0,1983.0,1994.0,1950-1974
6477,http://www.wikidata.org/entity/Q108631617,http://www.wikidata.org/entity/Q108803848,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1984.0,1995.0,1981.0,1992.0,1950-1974
6478,http://www.wikidata.org/entity/Q108631617,http://www.wikidata.org/entity/Q123690421,Obafemi Awolowo University|University of Lagos,2,http://www.wikidata.org/entity/Q2008672|http://www.wikidata.org/entity/Q1782980,1950-1974,1984.0,1995.0,1989.0,2000.0,1950-1974
6479,http://www.wikidata.org/entity/Q108631617,http://www.wikidata.org/entity/Q123785107,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1984.0,1995.0,1982.0,1993.0,1950-1974
6486,http://www.wikidata.org/entity/Q108635217,http://www.wikidata.org/entity/Q108643920,Nigerian Law School|Usmanu Danfodiyo University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q7902729,1950-1974,1981.0,1992.0,1986.0,1997.0,1950-1974
6587,http://www.wikidata.org/entity/Q108670503,http://www.wikidata.org/entity/Q108680628,University of Nigeria|Nigerian Law School,2,http://www.wikidata.org/entity/Q927304|http://www.wikidata.org/entity/Q7032922,1950-1974,1980.0,1991.0,1982.0,1993.0,1950-1974
6598,http://www.wikidata.org/entity/Q108670503,http://www.wikidata.org/entity/Q123759763,University of Nigeria|Nigerian Law School,2,http://www.wikidata.org/entity/Q927304|http://www.wikidata.org/entity/Q7032922,1950-1974,1980.0,1991.0,1977.0,1988.0,1950-1974
6601,http://www.wikidata.org/entity/Q108670503,http://www.wikidata.org/entity/Q123861928,University of Nigeria|Nigerian Law School,2,http://www.wikidata.org/entity/Q927304|http://www.wikidata.org/entity/Q7032922,1950-1974,1980.0,1991.0,1983.0,1994.0,1950-1974
6614,http://www.wikidata.org/entity/Q108676551,http://www.wikidata.org/entity/Q108709886,University of Lagos|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q401034,1950-1974,1977.0,1988.0,1983.0,1994.0,1950-1974
6657,http://www.wikidata.org/entity/Q108678258,http://www.wikidata.org/entity/Q108680628,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1978.0,1989.0,1982.0,1993.0,1950-1974
6663,http://www.wikidata.org/entity/Q108678258,http://www.wikidata.org/entity/Q108709886,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1978.0,1989.0,1983.0,1994.0,1950-1974
6665,http://www.wikidata.org/entity/Q108678258,http://www.wikidata.org/entity/Q108803848,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1978.0,1989.0,1981.0,1992.0,1950-1974
6668,http://www.wikidata.org/entity/Q108678258,http://www.wikidata.org/entity/Q123759763,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1978.0,1989.0,1977.0,1988.0,1950-1974
6670,http://www.wikidata.org/entity/Q108678258,http://www.wikidata.org/entity/Q123785107,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1978.0,1989.0,1982.0,1993.0,1950-1974
6681,http://www.wikidata.org/entity/Q108678258,http://www.wikidata.org/entity/Q19874968,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1978.0,1989.0,1976.0,1987.0,1950-1974
6691,http://www.wikidata.org/entity/Q108680628,http://www.wikidata.org/entity/Q108709886,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1982.0,1993.0,1983.0,1994.0,1950-1974
6693,http://www.wikidata.org/entity/Q108680628,http://www.wikidata.org/entity/Q108803848,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1982.0,1993.0,1981.0,1992.0,1950-1974
6698,http://www.wikidata.org/entity/Q108680628,http://www.wikidata.org/entity/Q123785107,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1982.0,1993.0,1982.0,1993.0,1950-1974
6699,http://www.wikidata.org/entity/Q108680628,http://www.wikidata.org/entity/Q123861928,University of Nigeria|Nigerian Law School,2,http://www.wikidata.org/entity/Q927304|http://www.wikidata.org/entity/Q7032922,1950-1974,1982.0,1993.0,1983.0,1994.0,1950-1974
6704,http://www.wikidata.org/entity/Q108680628,http://www.wikidata.org/entity/Q19874968,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1982.0,1993.0,1976.0,1987.0,1950-1974
6711,http://www.wikidata.org/entity/Q108689611,http://www.wikidata.org/entity/Q108709886,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1979.0,1990.0,1983.0,1994.0,1950-1974
6714,http://www.wikidata.org/entity/Q108689611,http://www.wikidata.org/entity/Q123136983,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1979.0,1990.0,1977.0,1988.0,1950-1974
6715,http://www.wikidata.org/entity/Q108689611,http://www.wikidata.org/entity/Q123734302,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1979.0,1990.0,1977.0,1988.0,1950-1974
6717,http://www.wikidata.org/entity/Q108689611,http://www.wikidata.org/entity/Q123779164,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1979.0,1990.0,1977.0,1988.0,1950-1974
6720,http://www.wikidata.org/entity/Q108689611,http://www.wikidata.org/entity/Q123900968,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1979.0,1990.0,1978.0,1989.0,1950-1974
6721,http://www.wikidata.org/entity/Q108689611,http://www.wikidata.org/entity/Q123901498,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1979.0,1990.0,1978.0,1989.0,1950-1974
6722,http://www.wikidata.org/entity/Q108689611,http://www.wikidata.org/entity/Q123990919,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1979.0,1990.0,1975.0,1986.0,1950-1974
6723,http://www.wikidata.org/entity/Q108689611,http://www.wikidata.org/entity/Q124813718,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1979.0,1990.0,1976.0,1987.0,1950-1974
6753,http://www.wikidata.org/entity/Q108695363,http://www.wikidata.org/entity/Q108700195,"Bayero University, Kano|Nigerian Law School",2,http://www.wikidata.org/entity/Q3511498|http://www.wikidata.org/entity/Q7032922,1950-1974,1975.0,1986.0,1974.0,1985.0,1950-1974
6815,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q108803848,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1983.0,1994.0,1981.0,1992.0,1950-1974
6816,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q123136983,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1983.0,1994.0,1977.0,1988.0,1950-1974
6817,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q123690421,University of Lagos|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q401034,1950-1974,1983.0,1994.0,1989.0,2000.0,1950-1974
6818,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q123734302,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1983.0,1994.0,1977.0,1988.0,1950-1974
6819,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q123759763,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1983.0,1994.0,1977.0,1988.0,1950-1974
6820,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q123779164,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1983.0,1994.0,1977.0,1988.0,1950-1974
6821,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q123785107,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1983.0,1994.0,1982.0,1993.0,1950-1974
6823,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q123900968,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1983.0,1994.0,1978.0,1989.0,1950-1974
6824,http://www.wikidata.org/entity/Q108709886,http://www.wikidata.org/entity/Q123901498,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1950-1974,1983.0,1994.0,1978.0,1989.0,1950-1974
6928,http://www.wikidata.org/entity/Q108788112,http://www.wikidata.org/entity/Q69540971,University of Calabar|Nigerian Law School,2,http://www.wikidata.org/entity/Q3509289|http://www.wikidata.org/entity/Q7032922,1950-1974,1979.0,1990.0,1978.0,1989.0,1950-1974
6934,http://www.wikidata.org/entity/Q108803848,http://www.wikidata.org/entity/Q123759763,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1981.0,1992.0,1977.0,1988.0,1950-1974
6936,http://www.wikidata.org/entity/Q108803848,http://www.wikidata.org/entity/Q123785107,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1981.0,1992.0,1982.0,1993.0,1950-1974
6944,http://www.wikidata.org/entity/Q108803848,http://www.wikidata.org/entity/Q19874968,University of Lagos|Nigerian Law School,2,http://www.wikidata.org/entity/Q1782980|http://www.wikidata.org/entity/Q7032922,1950-1974,1981.0,1992.0,1976.0,1987.0,1950-1974
6949,http://www.wikidata.org/entity/Q108803954,http://www.wikidata.org/entity/Q19885382,Nigerian Law School|Ahmadu Bello University,2,http://www.wikidata.org/entity/Q7032922|http://www.wikidata.org/entity/Q401034,1925-1949,1955.0,1966.0,1961.0,1972.0,1925-1949
7015,http://www.wikidata.org/entity/Q108807970,http://www.wikidata.org/entity/Q15999417,University of Wisconsin High School|University of Wisconsin Law School,2,http://www.wikidata.org/entity/Q7896630|http://www.wikidata.org/entity/Q152303,1925-1949,1943.0,1954.0,1944.0,1955.0,1925-1949
7122,http://www.wikidata.org/entity/Q109015346,http://www.wikidata.org/entity/Q808708,University of Maryland Francis King Carey School of Law|University of Maryland,2,http://www.wikidata.org/entity/Q7895695|http://www.wikidata.org/entity/Q503415,1875-1899,1912.0,1923.0,1907.0,1918.0,1875-1899
7163,http://www.wikidata.org/entity/Q10916067,http://www.wikidata.org/entity/Q42851079,Humboldt-Universität zu Berlin|University of Paris,2,http://www.wikidata.org/entity/Q152087|http://www.wikidata.org/entity/Q209842,1875-1899,1916.0,1927.0,1915.0,1926.0,1875-1899
7198,http://www.wikidata.org/entity/Q109256877,http://www.wikidata.org/entity/Q20190564,City College of New York|New York University School of Law,2,http://www.wikidata.org/entity/Q1093910|http://www.wikidata.org/entity/Q846173,1875-1899,1898.0,1909.0,1896.0,1907.0,1875-1899
7295,http://www.wikidata.org/entity/Q109471092,http://www.wikidata.org/entity/Q1809673,Columbia Law School|Yale University,2,http://www.wikidata.org/entity/Q1149089|http://www.wikidata.org/entity/Q49112,1825-1849,1859.0,1870.0,1864.0,1875.0,1825-1849
7297,http://www.wikidata.org/entity/Q109471092,http://www.wikidata.org/entity/Q2580976,Columbia Law School|Yale University,2,http://www.wikidata.org/entity/Q1149089|http://www.wikidata.org/entity/Q49112,1825-1849,1859.0,1870.0,1857.0,1868.0,1825-1849
7301,http://www.wikidata.org/entity/Q109471092,http://www.wikidata.org/entity/Q5537810,Columbia Law School|Yale University,2,http://www.wikidata.org/entity/Q1149089|http://www.wikidata.org/entity/Q49112,1825-1849,1859.0,1870.0,1861.0,1872.0,1825-1849
7441,http://www.wikidata.org/entity/Q109519926,http://www.wikidata.org/entity/Q7659960,University of Toronto|Osgoode Hall Law School,2,http://www.wikidata.org/entity/Q180865|http://www.wikidata.org/entity/Q3016196,1900-1924,1941.0,1952.0,1935.0,1946.0,1900-1924
7471,http://www.wikidata.org/entity/Q109532,http://www.wikidata.org/entity/Q46727634,University of Würzburg|Ludwig-Maximilians-Universität München,2,http://www.wikidata.org/entity/Q161976|http://www.wikidata.org/entity/Q55044,1950-1974,1981.0,1992.0,1982.0,1993.0,1950-1974
7523,http://www.wikidata.org/entity/Q1095387,http://www.wikidata.org/entity/Q5342413,"University of Nevada, Reno|Harvard Law School",2,http://www.wikidata.org/entity/Q1185955|http://www.wikidata.org/entity/Q49122,1900-1924,1940.0,1951.0,1942.0,1953.0,1900-1924
7613,http://www.wikidata.org/entity/Q109627581,http://www.wikidata.org/entity/Q215981,Ludwig-Maximilians-Universität München|University of Tübingen,2,http://www.wikidata.org/entity/Q55044|http://www.wikidata.org/entity/Q153978,1900-1924,1924.0,1935.0,1921.0,1932.0,1900-1924
7723,http://www.wikidata.org/entity/Q109950530,http://www.wikidata.org/entity/Q6761049,Escola Secundária Francisco Manyanga|Eduardo Mondlane University,2,http://www.wikidata.org/entity/Q10317942|http://www.wikidata.org/entity/Q890884,1950-1974,1989.0,2000.0,1987.0,1998.0,1950-1974
7735,http://www.wikidata.org/entity/Q1100740,http://www.wikidata.org/entity/Q15997921,Louisiana State University|Paul M. Hebert Law Center,2,http://www.wikidata.org/entity/Q1521725|http://www.wikidata.org/entity/Q7152118,1875-1899,1906.0,1917.0,1907.0,1918.0,1875-1899
7843,http://www.wikidata.org/entity/Q1103431,http://www.wikidata.org/entity/Q5544050,Brooklyn Law School|Columbia University,2,http://www.wikidata.org/entity/Q1812600|http://www.wikidata.org/entity/Q49088,1900-1924,1923.0,1934.0,1918.0,1929.0,1900-1924
8038,http://www.wikidata.org/entity/Q110743056,http://www.wikidata.org/entity/Q111047795,Séminaire de Québec|Laval University,2,http://www.wikidata.org/entity/Q3296532|http://www.wikidata.org/entity/Q1067935,1875-1899,1915.0,1926.0,1911.0,1922.0,1875-1899
8039,http://www.wikidata.org/entity/Q110743056,http://www.wikidata.org/entity/Q111047888,Séminaire de Québec|Laval University,2,http://www.wikidata.org/entity/Q3296532|http://www.wikidata.org/entity/Q1067935,1875-1899,1915.0,1926.0,1914.0,1925.0,1875-1899
8182,http://www.wikidata.org/entity/Q110994266,http://www.wikidata.org/entity/Q20983345,Fort Street High School|University of Sydney,2,http://www.wikidata.org/entity/Q5472130|http://www.wikidata.org/entity/Q487556,1900-1924,1923.0,1934.0,1924.0,1935.0,1900-1924
8183,http://www.wikidata.org/entity/Q110994266,http://www.wikidata.org/entity/Q21535230,Fort Street High School|University of Sydney,2,http://www.wikidata.org/entity/Q5472130|http://www.wikidata.org/entity/Q487556,1900-1924,1923.0,1934.0,1929.0,1940.0,1900-1924
8193,http://www.wikidata.org/entity/Q1110029,http://www.wikidata.org/entity/Q1416536,Rutgers University|Rutgers School of Law–Newark,2,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q7382811,1950-1974,1968.0,1979.0,1965.0,1976.0,1925-1949
8200,http://www.wikidata.org/entity/Q1110029,http://www.wikidata.org/entity/Q4864832,Rutgers University|Rutgers School of Law–Newark,2,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q7382811,1950-1974,1968.0,1979.0,1968.0,1979.0,1950-1974
8205,http://www.wikidata.org/entity/Q1110029,http://www.wikidata.org/entity/Q52068399,Rutgers University|Rutgers School of Law–Newark,2,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q7382811,1950-1974,1968.0,1979.0,1974.0,1985.0,1950-1974
8208,http://www.wikidata.org/entity/Q1110029,http://www.wikidata.org/entity/Q5496652,Rutgers University|Rutgers School of Law–Newark,2,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q7382811,1950-1974,1968.0,1979.0,1972.0,1983.0,1950-1974
8213,http://www.wikidata.org/entity/Q1110029,http://www.wikidata.org/entity/Q6167927,Rutgers University|Rutgers School of Law–Newark,2,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q7382811,1950-1974,1968.0,1979.0,1972.0,1983.0,1950-1974
8216,http://www.wikidata.org/entity/Q1110029,http://www.wikidata.org/entity/Q6303545,Rutgers University|Rutgers School of Law–Newark,2,http://www.wikidata.org/entity/Q499451|http://www.wikidata.org/entity/Q7382811,1950-1974,1968.0,1979.0,1962.0,1973.0,1925-1949
8388,http://www.wikidata.org/entity/Q111047795,http://www.wikidata.org/entity/Q111047888,Séminaire de Québec|Laval University,2,http://www.wikidata.org/entity/Q3296532|http://www.wikidata.org/entity/Q1067935,1875-1899,1911.0,1922.0,1914.0,1925.0,1875-1899
8412,http://www.wikidata.org/entity/Q11105,http://www.wikidata.org/entity/Q125650751,Harvard Law School|Princeton University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q21578,1950-1974,1978.0,1989.0,1982.0,1993.0,1950-1974
8440,http://www.wikidata.org/entity/Q11105,http://www.wikidata.org/entity/Q38978885,Harvard Law School|Princeton University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q21578,1950-1974,1978.0,1989.0,1982.0,1993.0,1950-1974
8447,http://www.wikidata.org/entity/Q11105,http://www.wikidata.org/entity/Q4768453,Harvard Law School|Princeton University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q21578,1950-1974,1978.0,1989.0,1976.0,1987.0,1950-1974
8457,http://www.wikidata.org/entity/Q11105,http://www.wikidata.org/entity/Q5248438,Harvard Law School|Princeton University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q21578,1950-1974,1978.0,1989.0,1977.0,1988.0,1950-1974
8499,http://www.wikidata.org/entity/Q11105,http://www.wikidata.org/entity/Q7626985,Harvard Law School|Princeton University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q21578,1950-1974,1978.0,1989.0,1978.0,1989.0,1950-1974
8516,http://www.wikidata.org/entity/Q11107,http://www.wikidata.org/entity/Q11138,Yale Law School|Princeton University,2,http://www.wikidata.org/entity/Q1143289|http://www.wikidata.org/entity/Q21578,1950-1974,1972.0,1983.0,1968.0,1979.0,1950-1974
8529,http://www.wikidata.org/entity/Q11107,http://www.wikidata.org/entity/Q4738245,Yale Law School|Princeton University,2,http://www.wikidata.org/entity/Q1143289|http://www.wikidata.org/entity/Q21578,1950-1974,1972.0,1983.0,1971.0,1982.0,1950-1974
8542,http://www.wikidata.org/entity/Q11107,http://www.wikidata.org/entity/Q55623009,Yale Law School|Princeton University,2,http://www.wikidata.org/entity/Q1143289|http://www.wikidata.org/entity/Q21578,1950-1974,1972.0,1983.0,1967.0,1978.0,1925-1949
8667,http://www.wikidata.org/entity/Q11116,http://www.wikidata.org/entity/Q4859014,Harvard Law School|Cornell University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q49115,1925-1949,1951.0,1962.0,1957.0,1968.0,1925-1949
8684,http://www.wikidata.org/entity/Q11116,http://www.wikidata.org/entity/Q5566424,Harvard Law School|Cornell University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q49115,1925-1949,1951.0,1962.0,1956.0,1967.0,1925-1949
8792,http://www.wikidata.org/entity/Q11124,http://www.wikidata.org/entity/Q11171,Harvard Law School|Stanford University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q41506,1925-1949,1956.0,1967.0,1954.0,1965.0,1925-1949
8796,http://www.wikidata.org/entity/Q11124,http://www.wikidata.org/entity/Q1284943,Harvard Law School|Stanford University,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q41506,1925-1949,1956.0,1967.0,1960.0,1971.0,1925-1949
8806,http://www.wikidata.org/entity/Q11124,http://www.wikidata.org/entity/Q23833017,Harvard University|Harvard Law School,2,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49122,1925-1949,1956.0,1967.0,1955.0,1966.0,1925-1949
8821,http://www.wikidata.org/entity/Q11124,http://www.wikidata.org/entity/Q472547,Harvard Law School|Magdalen College,2,http://www.wikidata.org/entity/Q49122|http://www.wikidata.org/entity/Q81162,1925-1949,1956.0,1967.0,1957.0,1968.0,1925-1949
8889,http://www.wikidata.org/entity/Q11124,http://www.wikidata.org/entity/Q7150458,Harvard University|Harvard Law School,2,http://www.wikidata.org/entity/Q13371|http://www.wikidata.org/entity/Q49122,1925-1949,1956.0,1967.0,1953.0,1964.0,1925-1949
